WiFi1,WiFi2,WiFi3,WiFi4,WiFi5,WiFi6,WiFi7,Room,RegressionTarget
-62,-58,-50,-58,-47,-95,-87,4,-4055.1916715846946
-57,-52,-44,-59,-51,-88,-85,4,-3895.0013155631214
-55,-53,-47,-57,-50,-85,-85,4,-3819.98737216695
-57,-52,-46,-60,-43,-88,-85,4,-3904.89111223581
-64,-57,-48,-60,-39,-88,-85,4,-3939.9962755068345
-60,-51,-53,-63,-42,-87,-82,4,-3874.9622904007115
-63,-62,-49,-63,-45,-92,-86,4,-4044.9690823562937
-59,-52,-44,-57,-49,-85,-87,4,-3880.072767978869
-58,-56,-52,-54,-52,-87,-84,4,-3815.126070837052
-61,-57,-51,-56,-49,-88,-85,4,-3885.138506830874
-59,-57,-56,-65,-49,-92,-91,4,-4144.895899472603
-59,-57,-52,-71,-49,-92,-88,4,-4144.938563679156
-59,-56,-56,-65,-49,-92,-88,4,-4084.8911842951425
-59,-56,-58,-66,-51,-92,-88,4,-4094.94210352004
-60,-58,-55,-65,-50,-91,-86,4,-4035.0929849244467
-60,-58,-57,-68,-50,-96,-87,4,-4160.10039424883
-61,-58,-58,-67,-50,-96,-85,4,-4114.985092456827
-59,-57,-56,-65,-49,-91,-86,4,-4030.065785351127
-61,-58,-57,-66,-49,-93,-86,4,-4079.917705829329
-60,-57,-56,-65,-50,-96,-87,4,-4130.234837985067
-61,-58,-56,-67,-50,-95,-88,4,-4159.92249649473
-61,-57,-54,-67,-52,-89,-86,4,-4029.933610686622
-58,-57,-55,-66,-51,-88,-87,4,-4009.983525654365
-60,-57,-55,-65,-51,-94,-86,4,-4080.2274791978534
-60,-58,-56,-64,-52,-93,-86,4,-4055.0324891969294
-58,-56,-56,-64,-50,-82,-87,4,-3900.025726639537
-61,-55,-55,-66,-61,-83,-92,4,-4049.8899931883393
-60,-56,-57,-65,-49,-85,-89,4,-4005.0604859926593
-60,-58,-56,-66,-51,-85,-89,4,-4014.8915714549803
-61,-56,-57,-65,-54,-85,-88,4,-3990.0653036857857
-61,-57,-57,-66,-55,-83,-87,4,-3950.1194184511664
-60,-57,-56,-64,-52,-84,-88,4,-3960.035339437938
-61,-59,-56,-64,-50,-85,-87,4,-3959.999585938067
-61,-56,-55,-63,-52,-84,-87,4,-3934.9696511891666
-58,-61,-56,-64,-49,-83,-87,4,-3915.0706154937866
-61,-56,-55,-63,-47,-85,-89,4,-3990.0124455582586
-61,-58,-48,-57,-52,-91,-92,4,-4079.9508110779543
-61,-55,-54,-72,-45,-89,-92,4,-4200.086085558861
-62,-61,-52,-69,-42,-88,-92,4,-4159.987724585835
-64,-57,-54,-69,-43,-88,-92,4,-4169.974808659155
-63,-58,-54,-69,-43,-91,-92,4,-4210.1289296327695
-63,-59,-54,-77,-42,-91,-92,4,-4290.190948280667
-64,-59,-55,-66,-44,-93,-92,4,-4215.125671959873
-64,-59,-51,-67,-43,-88,-92,4,-4150.078620906629
-62,-60,-55,-67,-43,-88,-92,4,-4139.9697778181135
-63,-58,-54,-67,-43,-88,-98,4,-4265.108491059149
-62,-59,-53,-64,-44,-89,-98,4,-4244.907847506046
-61,-62,-54,-69,-46,-93,-98,4,-4350.000116896572
-62,-59,-52,-69,-46,-91,-98,4,-4324.863237559547
-58,-57,-46,-56,-43,-89,-85,4,-3884.959901693513
-60,-53,-48,-61,-46,-85,-85,4,-3884.946127489725
-56,-55,-43,-57,-52,-93,-85,4,-3945.0850731114774
-57,-54,-54,-59,-51,-88,-87,4,-3935.111137389663
-56,-55,-50,-59,-62,-84,-86,4,-3850.2205895106563
-58,-56,-46,-56,-62,-84,-87,4,-3849.974745513678
-59,-54,-51,-59,-58,-80,-87,4,-3825.0082844685808
-58,-54,-53,-60,-47,-82,-83,4,-3779.9520290757437
-63,-54,-47,-64,-50,-83,-88,4,-3960.0605937837176
-58,-55,-57,-64,-47,-85,-89,4,-3985.033446681506
-63,-57,-47,-64,-49,-86,-81,4,-3864.9572173538622
-63,-58,-50,-57,-46,-91,-93,4,-4110.169159869206
-60,-54,-56,-65,-43,-88,-87,4,-4009.9818963900357
-59,-56,-49,-57,-45,-88,-88,4,-3945.1236842500675
-56,-56,-40,-62,-50,-86,-86,4,-3909.9806149512983
-63,-52,-43,-63,-51,-87,-88,4,-4009.990741395099
-60,-56,-44,-53,-46,-87,-88,4,-3894.9094473222003
-64,-56,-48,-62,-53,-88,-87,4,-3999.8965638238683
-59,-56,-41,-54,-46,-89,-88,4,-3929.9851324886786
-60,-59,-51,-59,-53,-88,-88,4,-3970.020982759266
-62,-58,-54,-61,-52,-88,-85,4,-3939.93040023563
-61,-53,-50,-59,-46,-84,-93,4,-4014.9585638388
-60,-56,-44,-59,-46,-81,-86,4,-3824.8750104533633
-64,-57,-52,-60,-40,-87,-87,4,-3964.9588783354125
-63,-56,-51,-57,-45,-88,-88,4,-3964.9150563951152
-61,-54,-52,-65,-49,-85,-91,4,-4050.092095393527
-60,-63,-54,-63,-47,-88,-92,4,-4089.9482864983256
-61,-55,-52,-61,-44,-88,-92,4,-4075.0286999103073
-62,-58,-52,-63,-50,-87,-88,4,-4005.0616866100877
-63,-57,-55,-63,-49,-88,-81,4,-3885.0751084035023
-64,-63,-56,-64,-47,-92,-83,4,-4000.050297030649
-71,-59,-52,-62,-48,-91,-83,4,-4000.2009178302287
-57,-53,-51,-57,-48,-88,-85,4,-3874.956128129483
-61,-55,-46,-57,-46,-83,-85,4,-3820.094050743148
-56,-53,-49,-60,-48,-82,-85,4,-3810.0141541010216
-61,-56,-52,-62,-52,-82,-87,4,-3894.988193629587
-64,-58,-48,-63,-42,-85,-93,4,-4084.9819425524624
-58,-56,-44,-60,-47,-84,-85,4,-3849.993736180913
-58,-51,-49,-61,-48,-88,-85,4,-3920.01594980742
-57,-55,-45,-59,-50,-85,-85,4,-3850.036952661293
-61,-52,-48,-57,-47,-85,-85,4,-3849.9341152269485
-59,-50,-51,-59,-51,-83,-85,4,-3830.0357489324665
-60,-52,-48,-61,-48,-83,-84,4,-3835.1874276834033
-61,-55,-45,-57,-53,-91,-82,4,-3879.9909337587815
-56,-51,-45,-54,-52,-79,-85,4,-3704.937999677337
-56,-60,-55,-55,-53,-88,-85,4,-3850.0690487928528
-60,-60,-46,-54,-49,-81,-83,4,-3715.051615265507
-58,-57,-46,-55,-50,-87,-85,4,-3844.920563550896
-59,-56,-50,-60,-52,-81,-85,4,-3810.1297066646694
-57,-56,-49,-58,-50,-87,-85,4,-3869.9198467443293
-60,-58,-53,-55,-53,-83,-84,4,-3774.9661955255788
-61,-52,-49,-58,-51,-91,-84,4,-3930.1252549497103
-57,-57,-48,-59,-49,-88,-88,4,-3954.962383674305
-58,-54,-49,-60,-55,-91,-93,4,-4114.980964082545
-60,-59,-50,-58,-45,-87,-89,4,-3965.030384293788
-61,-57,-50,-59,-46,-91,-89,4,-4040.0592464238184
-63,-53,-59,-62,-45,-88,-86,4,-3974.9991167538046
-63,-56,-51,-64,-49,-88,-89,4,-4054.800931751422
-63,-57,-55,-60,-50,-86,-92,4,-4044.968493840274
-62,-62,-55,-64,-42,-86,-92,4,-4079.96242682122
-63,-56,-50,-56,-49,-89,-92,4,-4050.0685469114346
-61,-56,-52,-58,-52,-82,-85,4,-3814.991266980601
-59,-49,-44,-61,-45,-89,-89,4,-4019.943486433278
-60,-61,-49,-60,-50,-89,-88,4,-3994.9061472550407
-59,-55,-49,-60,-42,-92,-93,4,-4134.90195887631
-61,-54,-50,-63,-42,-92,-93,4,-4174.942768184554
-60,-49,-48,-62,-48,-85,-93,4,-4054.892511574519
-59,-49,-45,-57,-52,-80,-82,4,-3704.8508970911107
-62,-56,-49,-58,-45,-85,-82,4,-3804.9295916141386
-65,-54,-53,-61,-43,-84,-83,4,-3855.031582000779
-64,-59,-53,-63,-52,-87,-83,4,-3914.974192315451
-62,-58,-52,-65,-49,-89,-84,4,-3975.18478813315
-61,-54,-48,-64,-49,-89,-81,4,-3899.937442358978
-57,-51,-49,-64,-52,-88,-81,4,-3865.004315915057
-59,-52,-49,-55,-56,-83,-81,4,-3710.0980470793606
-57,-60,-47,-59,-50,-79,-88,4,-3819.986202155669
-61,-56,-48,-62,-54,-88,-86,4,-3964.947696076912
-60,-51,-51,-59,-54,-86,-89,4,-3959.9896014888054
-57,-56,-48,-66,-49,-84,-91,4,-4024.9755863325345
-61,-56,-47,-60,-48,-83,-87,4,-3890.078892266855
-58,-49,-50,-61,-51,-83,-87,4,-3885.0950305607075
-58,-50,-43,-56,-55,-83,-87,4,-3835.0327233992975
-58,-53,-48,-58,-54,-88,-89,4,-3969.971899424768
-57,-56,-48,-59,-47,-86,-89,4,-3945.0003954245435
-58,-57,-48,-64,-52,-92,-87,4,-4049.6796829273326
-59,-57,-48,-69,-52,-87,-87,4,-4030.047233490093
-58,-54,-53,-64,-51,-87,-91,4,-4055.072421046562
-59,-55,-55,-62,-47,-91,-84,4,-3959.861433777935
-59,-55,-54,-64,-44,-86,-86,4,-3945.1093834127196
-60,-53,-52,-64,-46,-85,-83,4,-3875.034782009619
-60,-54,-53,-64,-47,-85,-86,4,-3935.054213578582
-63,-53,-52,-64,-47,-93,-86,4,-4069.871141958421
-61,-53,-48,-62,-52,-86,-85,4,-3915.116704803681
-61,-56,-46,-60,-50,-84,-86,4,-3884.8501057663493
-64,-55,-48,-61,-50,-83,-87,4,-3915.009607110149
-64,-58,-47,-61,-52,-85,-86,4,-3924.9540934064803
-62,-53,-48,-61,-50,-85,-86,4,-3914.937380011785
-58,-56,-50,-58,-47,-87,-80,4,-3775.043244615998
-58,-60,-50,-61,-50,-87,-78,4,-3764.9306037481633
-58,-56,-49,-60,-53,-86,-91,4,-3999.9134727715764
-59,-55,-46,-66,-50,-86,-91,4,-4065.0045201313123
-58,-57,-50,-58,-50,-82,-84,4,-3779.9823491479797
-62,-57,-48,-63,-47,-88,-84,4,-3940.0129010391784
-62,-59,-50,-66,-54,-95,-84,4,-4075.1884561560496
-60,-57,-50,-63,-49,-87,-86,4,-3954.909733598302
-62,-59,-48,-65,-51,-87,-86,4,-3984.886868088462
-58,-65,-47,-71,-51,-86,-83,4,-3950.012268551547
-58,-56,-48,-65,-49,-87,-81,4,-3864.926280867357
-63,-54,-49,-62,-43,-89,-91,4,-4089.939562596614
-64,-57,-47,-58,-46,-89,-86,4,-3955.1168416827036
-60,-55,-54,-58,-55,-86,-88,4,-3930.040616471609
-63,-56,-52,-65,-47,-82,-92,4,-4034.9953124003373
-59,-57,-49,-66,-41,-87,-86,4,-3979.9614221534043
-62,-53,-55,-65,-49,-87,-87,4,-4004.806085007039
-61,-58,-46,-69,-53,-82,-81,4,-3845.0235955880385
-61,-58,-50,-59,-52,-84,-84,4,-3835.0325687413133
-60,-56,-48,-61,-49,-92,-82,4,-3929.9023258695215
-55,-50,-46,-57,-48,-76,-87,4,-3725.03848446465
-56,-54,-43,-60,-50,-86,-85,4,-3869.9838263070174
-58,-57,-49,-64,-49,-89,-81,4,-3884.9315389708872
-58,-52,-49,-60,-47,-87,-92,4,-4035.059905247095
-57,-55,-50,-63,-50,-89,-79,4,-3830.0342890557286
-57,-57,-50,-59,-54,-85,-81,4,-3770.1384944114934
-58,-58,-51,-61,-51,-85,-89,4,-3955.108986480887
-59,-54,-48,-62,-47,-85,-89,4,-3970.0693550295146
-57,-54,-48,-55,-47,-82,-86,4,-3784.8888136503138
-60,-54,-50,-70,-48,-84,-84,4,-3940.136623164427
-59,-59,-49,-62,-47,-82,-81,4,-3765.023427657699
-56,-48,-43,-62,-43,-83,-82,4,-3784.936812486862
-59,-50,-45,-60,-48,-83,-85,4,-3840.163553031617
-56,-54,-50,-58,-50,-83,-85,4,-3805.114655386886
-59,-53,-45,-60,-51,-87,-86,4,-3919.862286848026
-54,-46,-48,-55,-48,-84,-85,4,-3779.8512400352956
-58,-53,-44,-62,-52,-84,-88,4,-3930.183066572942
-61,-52,-48,-61,-45,-90,-88,4,-4025.0722276806873
-60,-50,-51,-62,-49,-87,-84,4,-3904.9360843963505
-60,-53,-52,-62,-50,-91,-88,4,-4044.8723883829944
-58,-53,-52,-62,-51,-85,-83,4,-3844.9805238198232
-59,-51,-49,-63,-45,-86,-83,4,-3875.042611743302
-59,-52,-44,-64,-43,-87,-83,4,-3900.129255853329
-61,-49,-42,-66,-43,-80,-91,4,-3985.008588422222
-62,-54,-48,-62,-48,-86,-86,4,-3939.956609803811
-57,-49,-44,-60,-50,-84,-86,4,-3865.047831256162
-64,-51,-44,-61,-50,-88,-85,4,-3949.968373747421
-58,-53,-42,-61,-51,-87,-82,4,-3845.0501659856104
-56,-53,-42,-61,-55,-87,-82,4,-3834.941857069571
-56,-55,-44,-60,-49,-84,-80,4,-3740.070063271256
-56,-53,-42,-61,-49,-83,-83,4,-3794.9376608622997
-59,-50,-45,-63,-49,-84,-86,4,-3905.1257402124616
-59,-58,-48,-65,-53,-83,-90,4,-3989.8655872645318
-60,-55,-42,-63,-53,-91,-79,4,-3875.071211435033
-59,-51,-46,-58,-46,-90,-90,4,-4025.0346583425294
-63,-53,-47,-58,-46,-90,-81,4,-3865.029002979869
-57,-51,-47,-61,-50,-90,-88,4,-4005.020848000737
-58,-56,-51,-65,-53,-87,-87,4,-3985.1148563957513
-62,-53,-52,-59,-48,-87,-92,4,-4044.908952719188
-63,-54,-52,-59,-44,-86,-92,4,-4034.8749590170473
-57,-58,-52,-66,-46,-86,-90,4,-4035.2872270546422
-61,-60,-52,-57,-51,-91,-86,4,-3960.042887246302
-61,-59,-52,-55,-48,-91,-84,4,-3900.0276785345877
-61,-57,-51,-56,-46,-88,-85,4,-3885.0482819032027
-60,-57,-52,-59,-47,-88,-85,4,-3909.854269572958
-61,-58,-53,-57,-45,-86,-90,4,-3965.005750325629
-58,-58,-51,-57,-49,-86,-90,4,-3950.264339648494
-59,-54,-49,-60,-46,-86,-87,4,-3924.9639454714156
-57,-61,-45,-62,-48,-87,-88,4,-3970.0289534138024
-61,-54,-48,-58,-47,-91,-88,4,-4009.921232186834
-61,-52,-49,-68,-45,-85,-92,4,-4100.094507594128
-57,-56,-47,-58,-44,-88,-82,4,-3825.0936034548527
-57,-56,-48,-60,-49,-84,-88,4,-3905.100739111481
-57,-50,-47,-58,-46,-88,-88,4,-3944.8601295180865
-58,-55,-51,-61,-44,-88,-86,4,-3940.007527266739
-58,-56,-52,-58,-48,-87,-85,4,-3874.947323104367
-58,-58,-46,-57,-47,-81,-80,4,-3674.8998447543368
-59,-53,-51,-54,-45,-79,-87,4,-3760.141272127552
-60,-50,-48,-55,-46,-79,-87,4,-3774.9653595148175
-59,-58,-48,-53,-55,-80,-88,4,-3784.898779403238
-59,-56,-49,-58,-52,-88,-84,4,-3874.883039396546
-58,-57,-45,-58,-42,-88,-88,4,-3949.967136259102
-55,-49,-51,-56,-50,-84,-88,4,-3855.029916561282
-55,-51,-48,-68,-51,-82,-86,4,-3905.0606670811085
-58,-52,-51,-59,-49,-82,-86,4,-3830.035848461632
-59,-52,-50,-55,-49,-87,-86,4,-3869.9279406081555
-59,-52,-52,-56,-50,-86,-86,4,-3864.9912259823022
-58,-52,-50,-55,-48,-87,-90,4,-3945.0679337467127
-57,-54,-51,-60,-47,-84,-88,4,-3904.914558400537
-55,-50,-49,-60,-45,-86,-87,4,-3905.1454758018867
-55,-52,-45,-62,-46,-87,-85,4,-3900.0968136997367
-62,-51,-46,-61,-49,-87,-85,4,-3924.8642746077962
-60,-55,-46,-59,-49,-87,-83,4,-3854.9419667263796
-59,-55,-48,-59,-46,-86,-83,4,-3835.0970088659915
-60,-54,-45,-59,-45,-88,-83,4,-3870.086683078125
-56,-50,-47,-60,-50,-88,-83,4,-3859.956791108755
-59,-53,-49,-56,-47,-87,-82,4,-3800.1537647157647
-59,-52,-50,-55,-55,-87,-85,4,-3849.8968601842266
-61,-50,-50,-58,-48,-88,-87,4,-3944.922350563947
-57,-52,-48,-58,-51,-86,-87,4,-3895.0631970878158
-58,-51,-51,-56,-54,-85,-83,4,-3784.9263737386445
-56,-52,-50,-57,-53,-87,-86,4,-3874.965917620527
-57,-53,-50,-61,-56,-84,-83,4,-3815.036300685415
-59,-55,-50,-57,-52,-78,-83,4,-3694.9119471362646
-61,-50,-51,-59,-55,-87,-83,4,-3860.1975761083672
-56,-51,-52,-59,-48,-87,-82,4,-3815.0425148666445
-56,-53,-51,-59,-50,-84,-84,4,-3810.0446151357137
-57,-50,-51,-59,-51,-83,-84,4,-3800.1384404695577
-57,-53,-50,-59,-52,-83,-82,4,-3760.0301884003134
-56,-54,-49,-58,-48,-83,-84,4,-3784.961542854707
-56,-50,-51,-60,-58,-81,-84,4,-3775.111909706388
-58,-55,-50,-60,-48,-87,-93,4,-4055.052608015423
-60,-52,-46,-56,-48,-84,-86,4,-3840.241914933388
-58,-55,-50,-54,-48,-80,-86,4,-3749.9839619827053
-61,-51,-52,-56,-47,-86,-90,4,-3954.8565181349536
-60,-52,-51,-55,-48,-86,-90,4,-3940.025021312709
-63,-61,-49,-58,-46,-92,-83,4,-3935.019566854869
-61,-54,-45,-54,-43,-88,-80,4,-3765.0442488919907
-57,-53,-45,-54,-52,-84,-82,4,-3724.9378301799443
-56,-60,-47,-58,-46,-80,-82,4,-3700.0725684485806
-55,-57,-43,-59,-53,-81,-85,4,-3780.0649739853893
-55,-54,-43,-60,-51,-84,-88,4,-3895.215634118236
-56,-55,-45,-59,-52,-84,-86,4,-3849.950176691271
-55,-54,-46,-60,-50,-84,-86,4,-3855.073184213645
-56,-54,-47,-59,-52,-84,-91,4,-3949.9158017930226
-56,-55,-44,-61,-51,-84,-87,4,-3889.9810132371713
-57,-55,-48,-59,-51,-81,-86,4,-3809.9706761888747
-59,-54,-49,-58,-52,-83,-93,4,-3980.05378928756
-58,-53,-46,-59,-50,-86,-90,4,-3970.144666284099
-56,-55,-44,-60,-51,-84,-86,4,-3859.8055011232586
-56,-53,-43,-61,-58,-80,-85,4,-3790.0173694734626
-57,-55,-50,-57,-49,-84,-85,4,-3814.9587355852414
-56,-55,-54,-61,-46,-79,-79,4,-3655.0249148548
-57,-54,-49,-61,-43,-79,-85,4,-3779.8978150118974
-59,-53,-45,-57,-45,-81,-82,4,-3720.048324591379
-57,-56,-53,-62,-48,-87,-88,4,-3969.8369667628403
-63,-55,-50,-63,-50,-91,-85,4,-4010.0494197155276
-61,-54,-51,-63,-44,-87,-88,4,-4000.183968429349
-59,-59,-48,-66,-50,-86,-94,4,-4125.085632528229
-59,-56,-50,-62,-47,-87,-90,4,-4019.946848662353
-62,-59,-46,-65,-45,-87,-88,4,-4024.9163175883937
-62,-58,-52,-61,-41,-90,-85,4,-3970.129805998784
-59,-50,-45,-60,-45,-88,-87,4,-3954.982839002469
